episode:1, reward: -50, mean reward: -9.76, score: -58.53508881726532, epsilon: 0.8855607164166145, total steps: 515
episode:44, reward: -50, mean reward: -3.44, score: -65.31211513326139, epsilon: 0.8590302833993162, total steps: 1483
episode:45, reward: -50, mean reward: -4.34, score: -65.11443089556056, epsilon: 0.8586258693695493, total steps: 1498
episode:46, reward: -50, mean reward: -3.19, score: -63.78310014477387, epsilon: 0.8580869651113484, total steps: 1518
episode:47, reward: -50, mean reward: -13.25, score: -53.012162822106546, epsilon: 0.8579792273653429, total steps: 1522
episode:48, reward: -50, mean reward: -5.61, score: -56.11344311200162, epsilon: 0.8577099458389689, total steps: 1532
episode:49, reward: 0.38616315848798877, mean reward: -0.71, score: -24.803642137718356, epsilon: 0.8567681670466077, total steps: 1567
episode:50, reward: -50, mean reward: -2.71, score: -65.06028146330002, epsilon: 0.8561230106099534, total steps: 1591
episode:51, reward: -50, mean reward: -12.5, score: -49.981245829939326, epsilon: 0.8560155347070916, total steps: 1595
episode:52, reward: -50, mean reward: -4.69, score: -75.07282502194099, epsilon: 0.8555857743681918, total steps: 1611
episode:53, reward: 0.7083485986049993, mean reward: 0.08, score: 2.6375842181746805, epsilon: 0.8546464723308251, total steps: 1646
episode:54, reward: -0.4716314090374283, mean reward: -0.93, score: -32.460517332414895, epsilon: 0.8537082655068369, total steps: 1681
episode:55, reward: -50, mean reward: -11.66, score: -58.29271618120069, epsilon: 0.853574325291247, total steps: 1686
episode:56, reward: -50, mean reward: -3.28, score: -49.27062336962294, epsilon: 0.853172638558653, total steps: 1701
episode:57, reward: -50, mean reward: -1.75, score: -59.64925747849844, epsilon: 0.8522628918554617, total steps: 1735
episode:58, reward: -2.067883271302634, mean reward: -0.33, score: -11.538435106670477, epsilon: 0.851327464253833, total steps: 1770
episode:59, reward: -50, mean reward: -3.6, score: -64.86941379402381, epsilon: 0.8508468119853807, total steps: 1788
episode:60, reward: -50, mean reward: -3.47, score: -58.95317630618936, epsilon: 0.8503931273480432, total steps: 1805
episode:61, reward: -50, mean reward: -5.08, score: -45.74532815161464, epsilon: 0.850153045423928, total steps: 1814
episode:62, reward: -3.402623404435161, mean reward: 0.11, score: 4.021547224227106, epsilon: 0.8492200778744934, total steps: 1849
episode:63, reward: -50, mean reward: -2.22, score: -59.98633279265832, epsilon: 0.8485011033914545, total steps: 1876
episode:64, reward: -50, mean reward: -5.24, score: -83.78138179631071, epsilon: 0.8480753496807272, total steps: 1892
episode:65, reward: -50, mean reward: -10.62, score: -63.707449187288546, epsilon: 0.8479157505712339, total steps: 1898
episode:66, reward: -50, mean reward: -4.58, score: -54.96368033580663, epsilon: 0.8475966480957553, total steps: 1910
episode:67, reward: -50, mean reward: -2.45, score: -56.377573788600074, epsilon: 0.846985391677116, total steps: 1933
episode:68, reward: -0.49987813119074076, mean reward: -1.11, score: -38.79484881413785, epsilon: 0.846056117568793, total steps: 1968
episode:69, reward: -50, mean reward: -17.35, score: -52.05375808045417, epsilon: 0.8459765159371839, total steps: 1971
episode:70, reward: -2.3350365184553823, mean reward: -1.06, score: -37.161741214529656, epsilon: 0.8450484181642285, total steps: 2006
episode:71, reward: -50, mean reward: -2.82, score: -64.87529546127243, epsilon: 0.8444391146398315, total steps: 2029
episode:72, reward: -50, mean reward: -2.99, score: -53.76264295700244, epsilon: 0.8439625941414928, total steps: 2047
episode:73, reward: -50, mean reward: -2.62, score: -55.028127959064875, epsilon: 0.843407014801049, total steps: 2068
episode:74, reward: -50, mean reward: -2.33, score: -48.84189576004246, epsilon: 0.8428518242300583, total steps: 2089
episode:75, reward: -50, mean reward: -3.69, score: -66.42955837717466, epsilon: 0.8423762558203103, total steps: 2107
episode:76, reward: -50, mean reward: -1.68, score: -47.17538839691301, epsilon: 0.8416370496647448, total steps: 2135
episode:77, reward: -1.363563527099359, mean reward: 0.37, score: 13.043199706944023, epsilon: 0.8407140116503408, total steps: 2170
episode:78, reward: -0.7003486474635281, mean reward: -1.12, score: -39.19036543274811, epsilon: 0.8397920498856858, total steps: 2205
episode:79, reward: -0.07519453776990304, mean reward: -1.13, score: -39.40181477068538, epsilon: 0.8388711631158873, total steps: 2240
episode:80, reward: 0.7854121357074462, mean reward: -0.78, score: -27.210242752129773, epsilon: 0.837951350087516, total steps: 2275
episode:81, reward: -50, mean reward: -2.47, score: -83.90931270341545, epsilon: 0.8370588444061674, total steps: 2309
episode:82, reward: -50, mean reward: -6.97, score: -55.72114075434371, epsilon: 0.8368489900294862, total steps: 2317
episode:83, reward: -0.8043543229271677, mean reward: -0.2, score: -7.119292281927699, epsilon: 0.8359315348273829, total steps: 2352
episode:84, reward: 0.7974488668365325, mean reward: -0.51, score: -17.83262902712235, epsilon: 0.8350151493655456, total steps: 2387
episode:85, reward: -50, mean reward: -4.75, score: -52.22320289238783, epsilon: 0.8347273632414586, total steps: 2398
episode:86, reward: -50, mean reward: -4.22, score: -59.131481728883074, epsilon: 0.8343612425734128, total steps: 2412
episode:87, reward: -0.43092823729153906, mean reward: -0.65, score: -22.74068966821389, epsilon: 0.8334466880509495, total steps: 2447
episode:88, reward: -0.4447170201218569, mean reward: -1.1, score: -38.33952913438864, epsilon: 0.8325331998865991, total steps: 2482
episode:89, reward: -50, mean reward: -5.95, score: -71.42433769624986, epsilon: 0.8322202492009543, total steps: 2494
episode:90, reward: -50, mean reward: -2.73, score: -51.79048619056397, epsilon: 0.8317249998886301, total steps: 2513
episode:91, reward: -50, mean reward: -7.37, score: -58.981013317959935, epsilon: 0.831516567680856, total steps: 2521
episode:92, reward: 1.7181506701477929, mean reward: 0.17, score: 5.949047662142107, epsilon: 0.8306053300105606, total steps: 2556
episode:93, reward: -50, mean reward: -9.58, score: -47.922166026874635, epsilon: 0.8304752399633639, total steps: 2561
episode:94, reward: -50, mean reward: -4.73, score: -42.56132233360097, epsilon: 0.8302411325092489, total steps: 2570
episode:95, reward: -2.8295294941495115, mean reward: -1.24, score: -43.30555267862675, epsilon: 0.8293313819789867, total steps: 2605
episode:96, reward: -50, mean reward: -3.05, score: -63.99067533018621, epsilon: 0.828786040903246, total steps: 2626
episode:97, reward: -50, mean reward: -4.22, score: -105.58111526393483, epsilon: 0.8281373228725477, total steps: 2651
episode:98, reward: -50, mean reward: -6.73, score: -47.099939755005266, epsilon: 0.8279557786781904, total steps: 2658
episode:99, reward: -50, mean reward: -4.13, score: -74.26826786807658, epsilon: 0.8274891452150214, total steps: 2676
episode:100, reward: -50, mean reward: -3.25, score: -48.69434438347065, epsilon: 0.8271004978123614, total steps: 2691
episode:101, reward: -50, mean reward: -4.55, score: -59.20025311778738, epsilon: 0.8267638272138741, total steps: 2704
episode:102, reward: -50, mean reward: -4.21, score: -58.917948971835386, epsilon: 0.8264014219956354, total steps: 2718
episode:103, reward: -50, mean reward: -2.04, score: -50.91522928912033, epsilon: 0.8257546903195974, total steps: 2743
episode:104, reward: 0.10041558953082586, mean reward: -0.25, score: -8.78374973090692, epsilon: 0.8248501709198036, total steps: 2778
episode:105, reward: -50, mean reward: -2.65, score: -55.721396564268105, epsilon: 0.8243079655941639, total steps: 2799
episode:106, reward: -50, mean reward: -4.71, score: -56.530116516706386, epsilon: 0.823998304344305, total steps: 2811
episode:107, reward: -50, mean reward: -3.75, score: -60.04781009051976, epsilon: 0.8235856153088463, total steps: 2827
episode:108, reward: -50, mean reward: -17.35, score: -52.05318534371523, epsilon: 0.8235082606151146, total steps: 2830
episode:109, reward: -50, mean reward: -2.41, score: -60.21892750925326, epsilon: 0.8228639389026027, total steps: 2855
episode:110, reward: -50, mean reward: -6.71, score: -60.369254783140974, epsilon: 0.8226321144963316, total steps: 2864
episode:111, reward: -50, mean reward: -4.43, score: -75.3884750822952, epsilon: 0.8221944136584003, total steps: 2881
episode:112, reward: -50, mean reward: -11.13, score: -55.65999834212661, epsilon: 0.8220657253137839, total steps: 2886
episode:113, reward: -3.9793895402706596, mean reward: -1.15, score: -40.260194308925065, epsilon: 0.8211655071969273, total steps: 2921
episode:114, reward: -50, mean reward: -2.44, score: -51.17253229091213, epsilon: 0.8206258802333615, total steps: 2942
episode:115, reward: -50, mean reward: -6.68, score: -60.12069105529059, epsilon: 0.8203947271439885, total steps: 2951
episode:116, reward: -50, mean reward: -12.24, score: -48.96949703498851, epsilon: 0.8202920146946847, total steps: 2955
episode:117, reward: -2.304300768087586, mean reward: -0.53, score: -18.583190405789395, epsilon: 0.8193938647002446, total steps: 2990
episode:118, reward: -50, mean reward: -2.96, score: -53.286060967505506, epsilon: 0.818932366844626, total steps: 3008
episode:119, reward: -50, mean reward: -2.36, score: -42.39987689790814, epsilon: 0.8184711458046678, total steps: 3026
episode:120, reward: -50, mean reward: -5.49, score: -71.42606826360623, epsilon: 0.8181382137819672, total steps: 3039
episode:121, reward: 0.3588954114141245, mean reward: 0.12, score: 4.210057952217085, epsilon: 0.8172425750900472, total steps: 3074
episode:122, reward: -50, mean reward: -0.94, score: -28.202239999115704, epsilon: 0.8164757160084029, total steps: 3104
episode:123, reward: -50, mean reward: -5.77, score: -63.44777767521384, epsilon: 0.8161947264304372, total steps: 3115
episode:124, reward: -50, mean reward: -3.19, score: -79.81865300181852, epsilon: 0.8155564967910295, total steps: 3140
episode:125, reward: -0.21195392892295217, mean reward: -0.12, score: -4.061598316825325, epsilon: 0.8146638683459468, total steps: 3175
episode:126, reward: -50, mean reward: -3.38, score: -64.29626801209434, epsilon: 0.8141797345545442, total steps: 3194
episode:127, reward: -50, mean reward: -3.25, score: -84.46097985711012, epsilon: 0.8135177323603175, total steps: 3220
episode:128, reward: -0.5992967311956647, mean reward: -0.63, score: -21.990067820773305, epsilon: 0.8126274810867844, total steps: 3255
episode:129, reward: 0.18824891195146165, mean reward: -0.45, score: -15.788232864836175, epsilon: 0.8117382678341071, total steps: 3290
episode:130, reward: -50, mean reward: -1.64, score: -44.349044464324805, epsilon: 0.8110530118045244, total steps: 3317
episode:131, reward: -50, mean reward: -6.13, score: -49.00735228046932, epsilon: 0.8108500913919673, total steps: 3325
episode:132, reward: -50, mean reward: -6.85, score: -54.77531999008002, epsilon: 0.810647225084306, total steps: 3333
episode:133, reward: -1.9366925824909629, mean reward: -0.31, score: -10.68252793493167, epsilon: 0.809760320783148, total steps: 3368
episode:134, reward: -50, mean reward: -3.31, score: -56.32680356088903, epsilon: 0.8093299118954065, total steps: 3385
episode:135, reward: 0.2221427697370757, mean reward: 0.26, score: 9.229292991958744, epsilon: 0.8084445435634792, total steps: 3420
episode:136, reward: -50, mean reward: -6.81, score: -54.505077096525156, epsilon: 0.8082423186497157, total steps: 3428
episode:137, reward: -50, mean reward: -4.41, score: -70.48442981237207, epsilon: 0.8078380305661746, total steps: 3444
episode:138, reward: -50, mean reward: -3.08, score: -83.22931051801041, epsilon: 0.8071562831710108, total steps: 3471
episode:139, reward: -50, mean reward: -5.34, score: -48.07680073302774, epsilon: 0.8069291703546854, total steps: 3480
episode:140, reward: -50, mean reward: -5.0, score: -54.96914969980219, epsilon: 0.8066516805351311, total steps: 3491
episode:141, reward: -50, mean reward: -5.78, score: -51.997899697188586, epsilon: 0.8064247190768916, total steps: 3500
episode:142, reward: -50, mean reward: -2.95, score: -79.74395266122286, epsilon: 0.8057442430898487, total steps: 3527
episode:143, reward: -50, mean reward: -7.28, score: -43.672616420816155, epsilon: 0.8055931093551079, total steps: 3533
episode:144, reward: -50, mean reward: -17.35, score: -52.05329816593223, epsilon: 0.8055175538220121, total steps: 3536
episode:145, reward: -50, mean reward: -2.6, score: -67.66424212155701, epsilon: 0.8048630555988964, total steps: 3562
episode:146, reward: -50, mean reward: -8.27, score: -49.6016479859411, epsilon: 0.8047120980840313, total steps: 3568
episode:147, reward: -50, mean reward: -4.23, score: -46.54972250576236, epsilon: 0.804435421041958, total steps: 3579
episode:148, reward: -50, mean reward: -1.91, score: -53.554828198371524, epsilon: 0.8037316098119843, total steps: 3607
episode:149, reward: -50, mean reward: -3.56, score: -78.42476495463589, epsilon: 0.8031790759186448, total steps: 3629
episode:150, reward: 2.2258743201867617, mean reward: -0.22, score: -7.829761781782906, epsilon: 0.8023008793776655, total steps: 3664
episode:151, reward: -50, mean reward: -4.68, score: -60.80759872931259, epsilon: 0.8019749529524274, total steps: 3677
episode:152, reward: -50, mean reward: -6.28, score: -56.551485115839625, epsilon: 0.801749394302031, total steps: 3686
episode:153, reward: -50, mean reward: -3.41, score: -68.10703724657517, epsilon: 0.8012483950574667, total steps: 3706
episode:154, reward: 0.5430287020025162, mean reward: -0.86, score: -30.100667403372967, epsilon: 0.8003724496640673, total steps: 3741
episode:155, reward: -50, mean reward: -17.35, score: -52.05394507955617, epsilon: 0.8002974161708382, total steps: 3744
episode:156, reward: -50, mean reward: -2.29, score: -43.43727925716004, epsilon: 0.7998223782518161, total steps: 3763
episode:157, reward: -50, mean reward: -5.38, score: -64.52986573047718, epsilon: 0.7995225092783085, total steps: 3775
episode:158, reward: 0.2963363687717617, mean reward: -0.19, score: -6.5053827395224175, epsilon: 0.7986485762442136, total steps: 3810
episode:159, reward: -0.934694939759936, mean reward: -0.36, score: -12.62605074542617, epsilon: 0.7977756622041299, total steps: 3845
episode:160, reward: -50, mean reward: -12.86, score: -51.44391061636358, epsilon: 0.797675965429102, total steps: 3849
episode:161, reward: -50, mean reward: -7.41, score: -51.8547608987372, epsilon: 0.7975015280556536, total steps: 3856
episode:162, reward: -50, mean reward: -1.82, score: -45.5718861050382, epsilon: 0.796878869592667, total steps: 3881
episode:163, reward: -50, mean reward: -3.77, score: -45.282275294189105, epsilon: 0.7965801777871735, total steps: 3893
episode:164, reward: -50, mean reward: -1.63, score: -42.45908737977692, epsilon: 0.7959334219344429, total steps: 3919
episode:165, reward: 0.22364898048758164, mean reward: -0.72, score: -25.037483081312104, epsilon: 0.7950636737272923, total steps: 3954
episode:166, reward: -2.656648511676565, mean reward: -0.99, score: -34.508936131873355, epsilon: 0.7941949396347014, total steps: 3989
episode:167, reward: -50, mean reward: -1.11, score: -38.90342664847893, epsilon: 0.7933272184742266, total steps: 4024
episode:168, reward: -50, mean reward: -4.19, score: -46.144436304065636, epsilon: 0.7930547151227868, total steps: 4035
episode:169, reward: -3.216394937673556, mean reward: -0.8, score: -28.098953798012474, epsilon: 0.7921883234485582, total steps: 4070
episode:170, reward: -50, mean reward: -2.54, score: -73.72419802511195, epsilon: 0.79147122139106, total steps: 4099
episode:171, reward: -0.8097922478037844, mean reward: -0.56, score: -19.643252334143227, epsilon: 0.7906066760489485, total steps: 4134
episode:172, reward: -50, mean reward: -2.64, score: -50.25052101990596, epsilon: 0.7901377736555489, total steps: 4153
episode:173, reward: 0.5557665480382639, mean reward: -0.15, score: -5.190067867715641, epsilon: 0.7892747830953297, total steps: 4188
episode:174, reward: 2.416103200078169, mean reward: -0.58, score: -20.260184414513105, epsilon: 0.7884127987703462, total steps: 4223
episode:175, reward: -50, mean reward: -1.44, score: -47.53713576826547, epsilon: 0.7876009912676825, total steps: 4256
episode:176, reward: -50, mean reward: -4.73, score: -66.16063064807102, epsilon: 0.7872568577758178, total steps: 4270
episode:177, reward: -50, mean reward: -12.8, score: -51.20701442253076, epsilon: 0.7871585634145506, total steps: 4274
episode:178, reward: -1.104027919995275, mean reward: -0.98, score: -34.29154736505464, epsilon: 0.7862990465728827, total steps: 4309
episode:179, reward: -50, mean reward: -17.35, score: -52.053868757295106, epsilon: 0.786225420349598, total steps: 4312
episode:180, reward: -50, mean reward: -6.3, score: -50.418921656873096, epsilon: 0.7860291197454152, total steps: 4320
episode:181, reward: -50, mean reward: -2.13, score: -66.16326709164844, epsilon: 0.7852689491441301, total steps: 4351
episode:182, reward: -50, mean reward: -4.91, score: -63.78670148531131, epsilon: 0.7849504016231152, total steps: 4364
episode:183, reward: -50, mean reward: -3.55, score: -63.954783353256204, epsilon: 0.7845095636467595, total steps: 4382
episode:184, reward: -50, mean reward: -9.95, score: -49.75886256233872, epsilon: 0.7843871555871066, total steps: 4387
episode:185, reward: -50, mean reward: -2.12, score: -57.23909032120358, epsilon: 0.7837265044846683, total steps: 4414
episode:186, reward: -50, mean reward: -10.44, score: -52.20143219669262, epsilon: 0.7836042269240006, total steps: 4419
episode:187, reward: 2.976283882252858, mean reward: -0.3, score: -10.460190931573777, epsilon: 0.7827488543902553, total steps: 4454
episode:188, reward: -50, mean reward: -8.97, score: -53.79302162606726, epsilon: 0.7826023192733774, total steps: 4460
episode:189, reward: -50, mean reward: -3.8, score: -45.6417440155023, epsilon: 0.78230933694604, total steps: 4472
episode:190, reward: 2.3999535249436974, mean reward: -0.06, score: -2.2455999789981433, epsilon: 0.7814554742363671, total steps: 4507
episode:191, reward: -1.0813457449852137, mean reward: -0.27, score: -9.288495751187725, epsilon: 0.7806026071189803, total steps: 4542
episode:192, reward: -50, mean reward: -2.33, score: -58.145435256326834, epsilon: 0.7799940252240563, total steps: 4567
episode:193, reward: -2.123154631054547, mean reward: -0.09, score: -3.1573596738087133, epsilon: 0.7791428621363067, total steps: 4602
episode:194, reward: -1.807343532169881, mean reward: -1.02, score: -35.57728608137347, epsilon: 0.778292691493121, total steps: 4637
episode:195, reward: -1.7369092609278027, mean reward: -1.05, score: -36.58248054461407, epsilon: 0.7774435121373221, total steps: 4672
episode:196, reward: -1.487623460596069, mean reward: -0.34, score: -11.856444493790406, epsilon: 0.7765953229130826, total steps: 4707
episode:197, reward: -50, mean reward: -3.91, score: -62.5343854680188, epsilon: 0.7762079087271617, total steps: 4723
episode:198, reward: -50, mean reward: -1.87, score: -31.73975524661435, epsilon: 0.7757965074869099, total steps: 4740
episode:199, reward: -50, mean reward: -3.42, score: -71.71601146746218, epsilon: 0.7752886277103294, total steps: 4761
episode:200, reward: -50, mean reward: -1.07, score: -36.39522155494447, epsilon: 0.7744670995528141, total steps: 4795
episode:201, reward: -2.025806641165076, mean reward: 0.21, score: 7.175331638306915, epsilon: 0.7736223807850967, total steps: 4830
episode:202, reward: -50, mean reward: -4.48, score: -53.80499549839723, epsilon: 0.7733329897148552, total steps: 4842
episode:203, reward: -50, mean reward: -3.7, score: -48.16024845881208, epsilon: 0.7730196133224343, total steps: 4855
episode:204, reward: -50, mean reward: -2.12, score: -44.563735397208205, epsilon: 0.7725136766915884, total steps: 4876
episode:205, reward: -1.043127112888243, mean reward: -0.24, score: -8.553386688887628, epsilon: 0.7716712355883131, total steps: 4911
episode:206, reward: -50, mean reward: -3.17, score: -66.62768067064786, epsilon: 0.7711662424916058, total steps: 4932
episode:207, reward: -50, mean reward: -2.26, score: -74.52007266187354, epsilon: 0.7703733957705069, total steps: 4965
episode:208, reward: -50, mean reward: -3.13, score: -59.417523678343656, epsilon: 0.7699173037309102, total steps: 4984
episode:209, reward: -50, mean reward: -1.97, score: -64.95628822060715, epsilon: 0.7691258300871172, total steps: 5017
episode:210, reward: -50, mean reward: -5.15, score: -56.656764334334724, epsilon: 0.7688621989514137, total steps: 5028
episode:211, reward: -50, mean reward: -3.23, score: -74.29022017725342, epsilon: 0.768311282477184, total steps: 5051
episode:212, reward: -50, mean reward: -2.13, score: -68.30835979678005, epsilon: 0.7675454922699273, total steps: 5083
episode:213, reward: -50, mean reward: -8.48, score: -67.80056373568397, epsilon: 0.767354172315783, total steps: 5091
episode:214, reward: -1.945158785989662, mean reward: -0.44, score: -15.358692511348721, epsilon: 0.7665177471243152, total steps: 5126
episode:215, reward: -50, mean reward: -3.3, score: -56.095412806717064, epsilon: 0.7661118354201227, total steps: 5143
episode:216, reward: -50, mean reward: -6.19, score: -49.5131370028171, epsilon: 0.7659208977235018, total steps: 5151
episode:217, reward: 0.9265457343371963, mean reward: -0.2, score: -6.924386846530098, epsilon: 0.7650861437106813, total steps: 5186
episode:218, reward: -0.3324074517132658, mean reward: -0.16, score: -5.653353893312186, epsilon: 0.7642523630096667, total steps: 5221
episode:219, reward: -50, mean reward: -2.57, score: -69.36224802578454, epsilon: 0.7636098250684029, total steps: 5248
episode:220, reward: -50, mean reward: -4.67, score: -56.003577214068514, epsilon: 0.7633244382195505, total steps: 5260
episode:221, reward: -50, mean reward: -2.05, score: -53.39282915740074, epsilon: 0.762706491522008, total steps: 5286
episode:222, reward: -50, mean reward: -1.92, score: -51.80815100070737, epsilon: 0.7620653442391929, total steps: 5313
episode:223, reward: -50, mean reward: -14.05, score: -56.182741344536936, epsilon: 0.7619704085224828, total steps: 5317
episode:224, reward: -50, mean reward: -5.39, score: -53.87597305566928, epsilon: 0.7617331246024923, total steps: 5327
episode:225, reward: -50, mean reward: -4.93, score: -69.00810711790339, epsilon: 0.7614010599654529, total steps: 5341
episode:226, reward: -2.528777036936674, mean reward: 0.59, score: 20.80850632761559, epsilon: 0.7605715760218785, total steps: 5376
episode:227, reward: -50, mean reward: -2.55, score: -45.98535544207701, epsilon: 0.7601453609535724, total steps: 5394
episode:228, reward: 0.6112606433007386, mean reward: -0.18, score: -6.328645491619682, epsilon: 0.759317341137938, total steps: 5429
episode:229, reward: -0.605059415821529, mean reward: -1.01, score: -35.51929291964018, epsilon: 0.7584902867821273, total steps: 5464
episode:230, reward: -0.5921930373492614, mean reward: -0.16, score: -5.700798480029164, epsilon: 0.7576641967604275, total steps: 5499
episode:231, reward: -50, mean reward: -4.76, score: -57.0626154317886, epsilon: 0.7573811876873114, total steps: 5511
episode:232, reward: -50, mean reward: -13.68, score: -54.7096034508144, epsilon: 0.7572868764831732, total steps: 5515
episode:233, reward: -50, mean reward: -17.33, score: -51.99311080564857, epsilon: 0.7572161513318413, total steps: 5518
episode:234, reward: 1.3461799512857056, mean reward: -0.06, score: -2.1162231383892447, epsilon: 0.7563915469347172, total steps: 5553
episode:235, reward: -50, mean reward: -7.09, score: -56.72780592400605, epsilon: 0.7562032009694463, total steps: 5561
episode:236, reward: 1.7773509925734459, mean reward: 0.18, score: 6.216523396522234, epsilon: 0.7553797776586441, total steps: 5596
episode:237, reward: -50, mean reward: -5.41, score: -81.20391605288299, epsilon: 0.7550271759275934, total steps: 5611
episode:238, reward: -50, mean reward: -2.55, score: -45.81301921540174, epsilon: 0.7546042865015513, total steps: 5629
episode:239, reward: -3.086805315003801, mean reward: -0.48, score: -16.822812992642554, epsilon: 0.7537827275032346, total steps: 5664
episode:240, reward: -2.3142944584546115, mean reward: -0.52, score: -18.248313229021136, epsilon: 0.7529621264315167, total steps: 5699
episode:241, reward: -50, mean reward: -1.82, score: -56.4220107302491, epsilon: 0.7522361074086349, total steps: 5730
episode:242, reward: -50, mean reward: -2.47, score: -54.3304648405869, epsilon: 0.7517213230405402, total steps: 5752
episode:243, reward: -50, mean reward: -3.24, score: -51.85812182259508, epsilon: 0.7513471714508779, total steps: 5768
episode:244, reward: 1.1759980085371637, mean reward: -0.64, score: -22.43660401706245, epsilon: 0.7505294102043344, total steps: 5803
episode:245, reward: -50, mean reward: -2.79, score: -75.32313510755617, epsilon: 0.7498992173644664, total steps: 5830
